Begin,End,Activity,Case,Duration
2023-03-16 15:45:40,2023-03-16 15:45:43,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-16 15:46:41,2023-03-16 15:46:52,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:11
2023-03-16 15:50:26,2023-03-16 15:50:29,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-16 15:52:23,2023-03-16 15:53:15,Communicating about events,BPM conference 2023,0 days 00:00:52
2023-03-16 15:58:15,2023-03-16 16:02:40,Communicating about events,BPM conference 2023,0 days 00:04:25
2023-03-16 16:02:40,2023-03-16 16:02:43,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-16 16:02:43,2023-03-16 16:04:59,Communicating about events,BPM conference 2023,0 days 00:02:16
2023-03-16 16:22:32,2023-03-16 16:22:47,Communicating about events,BPM conference 2023,0 days 00:00:15
2023-03-16 16:23:05,2023-03-16 16:23:08,Communicating about events,BPM conference 2023,0 days 00:00:03
2023-03-16 16:23:17,2023-03-16 16:24:20,Communicating about events,BPM conference 2023,0 days 00:01:03
2023-03-16 16:24:41,2023-03-16 16:26:51,Communicating about events,BPM conference 2023,0 days 00:02:10
2023-03-16 16:27:36,2023-03-16 16:30:51,Communicating about events,BPM conference 2023,0 days 00:03:15
2023-03-16 16:32:31,2023-03-16 16:35:58,Communicating about events,BPM conference 2023,0 days 00:03:27
2023-03-16 16:35:58,2023-03-16 16:36:49,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:51
2023-03-16 16:36:52,2023-03-16 16:36:55,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-16 16:37:07,2023-03-16 16:37:13,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:06
2023-03-16 16:47:46,2023-03-16 16:48:43,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:57
2023-03-16 16:48:58,2023-03-16 16:49:22,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:24
2023-03-16 16:49:55,2023-03-16 16:49:58,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
"2023-03-16 16:53:25,2023-03-16 16:53:37,""Preparing and providing teaching sessions for students, providing prospective students with information"",BPM course,0 days 00:00:12"
"2023-03-16 16:53:40,2023-03-16 16:54:41,""Preparing and providing teaching sessions for students, providing prospective students with information"",BPM course,0 days 00:01:01"
2023-03-16 19:57:29,2023-03-16 20:07:15,Communicating about events,BPM conference 2023,0 days 00:09:46
2023-03-17 08:58:50,2023-03-17 08:58:53,Communicating about events,BPM conference 2023,0 days 00:00:03
2023-03-17 08:58:51,2023-03-17 09:01:30,Communicating about events,BPM conference 2023,0 days 00:02:39
2023-03-17 09:05:48,2023-03-17 09:09:16,Organizing practical aspects of events,Brainstorm seminar on PM human-in-the-loop,0 days 00:03:28
2023-03-17 09:09:28,2023-03-17 09:10:40,Organizing practical aspects of events,Brainstorm seminar on PM human-in-the-loop,0 days 00:01:12
2023-03-17 09:11:22,2023-03-17 09:12:49,Communicating about events,BPM conference 2023,0 days 00:01:27
2023-03-17 09:26:00,2023-03-17 09:38:03,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:12:03
2023-03-17 09:38:12,2023-03-17 09:49:16,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:11:04
2023-03-17 09:53:08,2023-03-17 10:03:36,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:10:28
2023-03-17 10:03:36,2023-03-17 10:10:46,Communicating about events,BPM conference 2023,0 days 00:07:10
2023-03-17 10:13:25,2023-03-17 10:15:07,Communicating about events,BPM conference 2023,0 days 00:01:42
2023-03-17 10:16:16,2023-03-17 10:23:47,Communicating about events,BPM conference 2023,0 days 00:07:31
2023-03-17 10:24:23,2023-03-17 10:41:20,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:16:57
2023-03-17 10:41:35,2023-03-17 10:41:38,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:03
2023-03-17 10:54:50,2023-03-17 10:56:09,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:19
2023-03-17 10:57:18,2023-03-17 10:59:21,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:03
2023-03-17 10:59:24,2023-03-17 12:03:34,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 01:04:10
2023-03-17 12:09:26,2023-03-17 12:14:30,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:05:04
2023-03-17 12:14:48,2023-03-17 12:16:37,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:49
2023-03-17 12:17:22,2023-03-17 12:19:43,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:21
2023-03-17 12:29:36,2023-03-17 12:39:21,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:09:45
2023-03-17 12:39:33,2023-03-17 12:41:51,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:02:18
2023-03-17 12:42:39,2023-03-17 12:49:18,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:06:39
2023-03-17 12:49:39,2023-03-17 12:51:33,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:01:54
2023-03-17 12:52:03,2023-03-17 12:54:45,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:02:42
2023-03-17 12:54:54,2023-03-17 12:58:12,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:03:18
2023-03-17 12:58:54,2023-03-17 13:02:40,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:03:46
2023-03-17 13:03:10,2023-03-17 13:04:19,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:01:09
2023-03-17 13:05:28,2023-03-17 13:15:46,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:10:18
2023-03-17 13:15:55,2023-03-17 13:20:55,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:05:00
2023-03-17 13:21:01,2023-03-17 13:21:46,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:45
2023-03-17 13:21:46,2023-03-17 13:22:25,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:00:39
2023-03-17 13:22:31,2023-03-17 13:22:34,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:00:03
2023-03-17 13:22:49,2023-03-17 13:22:52,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:00:03
2023-03-17 13:27:56,2023-03-17 13:29:14,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name34***,0 days 00:01:18
2023-03-17 13:30:26,2023-03-17 13:30:41,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name34***,0 days 00:00:15
"2023-03-17 13:30:47,2023-03-17 13:30:53,""Discussing the structure, provision and progress of the assignment with students"",***name69***,0 days 00:00:06"
"2023-03-17 13:31:08,2023-03-17 13:33:41,""Discussing the structure, provision and progress of the assignment with students"",***name69***,0 days 00:02:33"
2023-03-17 13:45:00,2023-03-17 13:45:03,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:00:03
"2023-03-17 13:45:03,2023-03-17 13:45:39,""Discussing the structure, provision and progress of the assignment with students"",***name69***,0 days 00:00:36"
2023-03-17 13:46:54,2023-03-17 13:47:12,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:18
2023-03-17 13:47:15,2023-03-17 13:47:21,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:06
2023-03-17 13:47:21,2023-03-17 13:48:30,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:01:09
2023-03-17 13:48:36,2023-03-17 13:50:45,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:02:09
2023-03-17 13:52:55,2023-03-17 13:56:01,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:03:06
2023-03-17 13:57:40,2023-03-17 13:57:43,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:03
2023-03-17 13:57:47,2023-03-17 13:57:53,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:06
2023-03-17 13:57:56,2023-03-17 13:58:20,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:24
2023-03-17 13:58:20,2023-03-17 13:58:23,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name34***,0 days 00:00:03
2023-03-17 13:58:26,2023-03-17 13:58:32,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name34***,0 days 00:00:06
2023-03-17 13:58:35,2023-03-17 13:59:50,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:15
2023-03-17 13:59:56,2023-03-17 14:00:47,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:00:51
2023-03-17 14:00:56,2023-03-17 14:01:05,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:00:09
2023-03-17 14:07:11,2023-03-17 14:08:23,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:01:12
2023-03-17 14:09:32,2023-03-17 14:11:29,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:01:57
2023-03-17 14:13:14,2023-03-17 14:18:02,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:04:48
2023-03-17 14:29:23,2023-03-17 14:30:59,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:01:36
2023-03-17 14:38:37,2023-03-17 14:39:13,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:00:36
2023-03-17 14:39:16,2023-03-17 14:52:15,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:12:59
2023-03-17 14:53:34,2023-03-17 14:55:52,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name34***,0 days 00:02:18
2023-03-17 14:55:58,2023-03-17 14:56:10,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:12
2023-03-17 14:56:19,2023-03-17 14:56:22,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name34***,0 days 00:00:03
2023-03-17 14:57:43,2023-03-17 15:11:22,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name34***,0 days 00:13:39
2023-03-17 15:11:34,2023-03-17 15:11:40,Assessing the students assignments and submitting the assessment to the Board of Examiners,***name46***,0 days 00:00:06
2023-03-17 15:22:39,2023-03-17 15:23:09,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:00:30
2023-03-17 15:23:24,2023-03-17 15:23:30,Periodically discussing research results with fellow researchers and supervisor or co-supervisor,Active Window Tracking,0 days 00:00:06
2023-03-17 15:23:51,2023-03-17 15:23:57,Organizing practical aspects for the group,AI Lab for Public Services,0 days 00:00:06
2023-03-17 15:24:03,2023-03-17 15:24:09,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:06
2023-03-17 15:28:31,2023-03-17 15:35:46,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:07:15
2023-03-17 15:45:31,2023-03-17 15:46:40,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:01:09
2023-03-17 15:49:16,2023-03-17 15:50:22,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:01:06
2023-03-17 15:53:40,2023-03-17 15:54:43,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:01:03
2023-03-17 15:58:49,2023-03-17 16:02:16,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:03:27
2023-03-17 16:04:22,2023-03-17 16:13:04,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:08:42
2023-03-17 16:46:53,2023-03-17 16:46:56,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:00:03
2023-03-17 16:49:09,2023-03-17 16:49:12,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:00:03
2023-03-17 17:01:28,2023-03-17 17:01:31,Supervising and discussing the progress of the partial or completed research with PhD candidates,***name9***,0 days 00:00:03
2023-03-18 11:23:03,2023-03-18 11:24:48,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:45
2023-03-18 11:25:00,2023-03-18 11:27:07,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:07
2023-03-18 11:27:28,2023-03-18 11:28:55,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:27
2023-03-18 11:33:48,2023-03-18 12:01:07,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:27:19
2023-03-18 12:04:17,2023-03-18 12:15:09,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:10:52
2023-03-18 12:47:51,2023-03-18 13:03:18,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:15:27
2023-03-18 13:04:33,2023-03-18 13:37:05,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:32:32
2023-03-18 14:09:27,2023-03-18 14:11:21,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:54
2023-03-18 15:00:59,2023-03-18 15:40:44,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:39:45
2023-03-18 15:45:57,2023-03-18 15:52:53,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:06:56
2023-03-18 15:52:56,2023-03-18 15:57:24,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:04:28
2023-03-18 15:58:12,2023-03-18 15:59:34,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:22
2023-03-18 16:00:04,2023-03-18 16:00:58,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:54
2023-03-18 17:26:53,2023-03-18 17:31:59,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:05:06
2023-03-18 17:32:09,2023-03-18 17:33:06,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:57
2023-03-18 17:33:40,2023-03-18 17:38:29,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:04:49
2023-03-18 17:38:44,2023-03-18 17:41:48,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:03:04
2023-03-18 17:42:33,2023-03-18 17:43:51,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:18
2023-03-18 17:44:21,2023-03-18 17:47:01,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:40
2023-03-18 17:47:58,2023-03-18 17:51:59,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:04:01
2023-03-18 17:52:41,2023-03-18 17:53:50,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:09
2023-03-18 18:36:46,2023-03-18 18:36:49,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:03
2023-03-18 19:00:20,2023-03-18 19:03:44,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:03:24
2023-03-18 19:03:53,2023-03-18 19:04:54,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:01
2023-03-18 19:04:57,2023-03-18 19:07:36,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:39
2023-03-18 19:07:39,2023-03-18 19:09:39,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:00
2023-03-18 19:10:37,2023-03-18 19:12:01,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:24
2023-03-18 19:12:31,2023-03-18 19:15:05,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:34
2023-03-18 19:16:26,2023-03-18 19:20:27,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:04:01
2023-03-18 19:21:27,2023-03-18 19:22:54,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:27
2023-03-19 10:29:05,2023-03-19 10:55:23,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:26:18
2023-03-19 10:55:48,2023-03-19 11:02:15,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:06:27
2023-03-19 11:03:30,2023-03-19 11:06:43,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:03:13
2023-03-20 08:23:22,2023-03-20 08:30:20,Communicating to students about the teaching material and assessment,BPM course,0 days 00:06:58
2023-03-20 08:40:52,2023-03-20 08:47:08,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:06:16
2023-03-20 08:47:20,2023-03-20 08:49:50,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:30
2023-03-20 08:49:53,2023-03-20 08:52:11,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:18
2023-03-20 08:53:20,2023-03-20 08:56:42,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:03:22
2023-03-20 08:57:21,2023-03-20 08:58:12,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:51
2023-03-20 08:58:33,2023-03-20 08:58:57,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:24
2023-03-20 09:00:15,2023-03-20 09:04:13,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:03:58
2023-03-20 09:05:10,2023-03-20 09:05:28,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:18
2023-03-20 09:05:55,2023-03-20 09:06:19,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:24
2023-03-20 09:07:41,2023-03-20 09:39:16,Communicating to students about the teaching material and assessment,BPM course,0 days 00:31:35
2023-03-20 09:47:35,2023-03-20 10:00:55,Drafting a research plan,OTP Workload Monitor,0 days 00:13:20
2023-03-20 10:01:11,2023-03-20 10:03:05,Drafting a research plan,OTP Workload Monitor,0 days 00:01:54
2023-03-20 10:05:56,2023-03-20 10:07:05,Drafting a research plan,OTP Workload Monitor,0 days 00:01:09
2023-03-20 10:16:28,2023-03-20 10:18:04,Drafting a research plan,OTP Workload Monitor,0 days 00:01:36
2023-03-20 10:18:16,2023-03-20 10:20:17,Drafting a research plan,OTP Workload Monitor,0 days 00:02:01
2023-03-20 10:20:23,2023-03-20 10:33:01,Drafting a research plan,OTP Workload Monitor,0 days 00:12:38
2023-03-20 10:33:13,2023-03-20 10:33:55,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:42
2023-03-20 10:35:34,2023-03-20 10:37:16,Organizing practical aspects of events,Girls Club WIN,0 days 00:01:42
2023-03-20 10:37:16,2023-03-20 10:37:49,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:00:33
"2023-03-20 10:37:49,2023-03-20 10:38:16,""Discussing the structure, provision and progress of the assignment with students"",***name69***,0 days 00:00:27"
2023-03-20 10:38:37,2023-03-20 10:41:23,Requesting and assessing leave,March holiday,0 days 00:02:46
2023-03-20 10:42:17,2023-03-20 10:42:23,Drafting a research plan,OTP Workload Monitor,0 days 00:00:06
2023-03-20 10:46:12,2023-03-20 10:46:18,Drafting a research plan,OTP Workload Monitor,0 days 00:00:06
2023-03-20 10:46:24,2023-03-20 10:52:34,Drafting a research plan,OTP Workload Monitor,0 days 00:06:10
2023-03-20 10:52:52,2023-03-20 10:57:34,Participating in group meetings,BPM&A group,0 days 00:04:42
2023-03-20 10:57:41,2023-03-20 10:57:44,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:03
2023-03-20 10:57:44,2023-03-20 10:57:53,Drafting a research plan,OTP Workload Monitor,0 days 00:00:09
2023-03-20 10:57:53,2023-03-20 10:58:17,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:24
2023-03-20 10:58:17,2023-03-20 10:58:20,Drafting a research plan,OTP Workload Monitor,0 days 00:00:03
2023-03-20 10:59:08,2023-03-20 10:59:50,Drafting a research plan,OTP Workload Monitor,0 days 00:00:42
2023-03-20 11:00:05,2023-03-20 11:02:20,Participating in group meetings,BPM&A group,0 days 00:02:15
2023-03-20 11:02:50,2023-03-20 11:02:56,Drafting a research plan,OTP Workload Monitor,0 days 00:00:06
2023-03-20 11:03:41,2023-03-20 11:04:00,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:19
2023-03-20 11:04:00,2023-03-20 11:07:21,Participating in group meetings,BPM&A group,0 days 00:03:21
2023-03-20 11:07:57,2023-03-20 11:09:00,Participating in group meetings,BPM&A group,0 days 00:01:03
2023-03-20 11:10:09,2023-03-20 11:11:10,Participating in group meetings,BPM&A group,0 days 00:01:01
2023-03-20 11:11:52,2023-03-20 11:12:55,Participating in group meetings,BPM&A group,0 days 00:01:03
2023-03-20 11:17:02,2023-03-20 11:18:02,Participating in group meetings,BPM&A group,0 days 00:01:00
2023-03-20 11:18:44,2023-03-20 11:19:08,Participating in group meetings,BPM&A group,0 days 00:00:24
2023-03-20 11:19:11,2023-03-20 11:19:38,Participating in group meetings,BPM&A group,0 days 00:00:27
2023-03-20 11:19:50,2023-03-20 11:21:26,Participating in group meetings,BPM&A group,0 days 00:01:36
2023-03-20 11:23:12,2023-03-20 11:23:30,Drafting a research plan,OTP Workload Monitor,0 days 00:00:18
2023-03-20 11:23:30,2023-03-20 11:24:48,Participating in group meetings,BPM&A group,0 days 00:01:18
2023-03-20 11:27:00,2023-03-20 11:27:03,Participating in group meetings,BPM&A group,0 days 00:00:03
2023-03-20 11:27:09,2023-03-20 11:27:12,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:03
2023-03-20 11:27:24,2023-03-20 11:27:27,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:03
2023-03-20 11:48:48,2023-03-20 11:48:54,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:06
2023-03-20 11:49:00,2023-03-20 11:50:06,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:06
2023-03-20 11:58:47,2023-03-20 11:59:50,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:03
2023-03-20 12:11:52,2023-03-20 12:17:38,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:05:46
2023-03-20 12:18:20,2023-03-20 12:21:06,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:46
2023-03-20 12:21:21,2023-03-20 12:23:24,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:02:03
2023-03-20 12:24:12,2023-03-20 12:27:40,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:03:28
2023-03-20 12:27:55,2023-03-20 12:29:31,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:36
2023-03-20 12:31:26,2023-03-20 12:33:14,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:48
2023-03-20 12:37:33,2023-03-20 12:38:45,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:12
2023-03-20 12:58:19,2023-03-20 12:59:19,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:01:00
2023-03-20 13:29:04,2023-03-20 13:29:19,Encouraging and giving lectures,Future of Work Lunch meeting,0 days 00:00:15
2023-03-20 13:31:31,2023-03-20 13:37:17,Communicating about events,BPM conference 2023,0 days 00:05:46
2023-03-20 13:50:04,2023-03-20 13:50:10,Communicating about events,BPM conference 2023,0 days 00:00:06
2023-03-20 13:57:23,2023-03-20 13:57:35,Communicating about events,BPM conference 2023,0 days 00:00:12
2023-03-20 13:57:47,2023-03-20 13:58:29,Communicating about events,BPM conference 2023,0 days 00:00:42
2023-03-20 13:59:51,2023-03-20 13:59:54,Communicating about events,BPM conference 2023,0 days 00:00:03
2023-03-20 14:00:09,2023-03-20 14:06:40,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:06:31
2023-03-20 14:07:52,2023-03-20 14:12:53,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:05:01
2023-03-20 14:14:32,2023-03-20 14:23:40,Organizing practical aspects of events,AI Lab for Public Services,0 days 00:09:08
2023-03-20 14:23:43,2023-03-20 14:24:13,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:30
2023-03-20 14:24:31,2023-03-20 14:25:10,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:39
2023-03-20 14:25:13,2023-03-20 14:25:58,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:45
2023-03-20 14:26:01,2023-03-20 14:26:04,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:03
2023-03-20 14:26:19,2023-03-20 14:26:22,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:03
2023-03-20 14:26:25,2023-03-20 14:26:31,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:06
2023-03-20 14:26:52,2023-03-20 14:28:46,Organizing practical aspects of events,ECIS conference 2023,0 days 00:01:54
2023-03-20 14:29:16,2023-03-20 14:34:11,Organizing practical aspects of events,ECIS conference 2023,0 days 00:04:55
2023-03-20 14:39:06,2023-03-20 14:51:20,Organizing practical aspects of events,ECIS conference 2023,0 days 00:12:14
2023-03-20 14:54:17,2023-03-20 14:56:00,Organizing practical aspects of events,ECIS conference 2023,0 days 00:01:43
2023-03-20 14:57:27,2023-03-20 14:58:54,Organizing practical aspects of events,ECIS conference 2023,0 days 00:01:27
2023-03-20 15:00:42,2023-03-20 15:01:24,Organizing practical aspects of events,ECIS conference 2023,0 days 00:00:42
2023-03-20 15:17:09,2023-03-20 15:46:35,Organizing national and international travelling,ECIS conference 2023,0 days 00:29:26
2023-03-20 15:48:59,2023-03-20 15:49:41,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:42
2023-03-20 15:49:47,2023-03-20 15:51:54,Communicating to students about the teaching material and assessment,BPM course,0 days 00:02:07
2023-03-20 15:52:18,2023-03-20 15:52:30,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:12
2023-03-20 15:53:48,2023-03-20 15:54:48,Communicating to students about the teaching material and assessment,BPM course,0 days 00:01:00
2023-03-20 15:57:03,2023-03-20 15:57:09,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:06
2023-03-20 16:01:49,2023-03-20 16:01:55,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:06
2023-03-20 16:02:25,2023-03-20 16:03:08,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:00:43
2023-03-20 16:03:47,2023-03-20 16:04:05,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:00:18
2023-03-20 16:04:08,2023-03-20 16:05:53,Communicating to students about the teaching material and assessment,BPM course,0 days 00:01:45
2023-03-20 16:05:59,2023-03-20 16:07:17,Communicating to students about the teaching material and assessment,BPM course,0 days 00:01:18
2023-03-20 16:07:23,2023-03-20 16:10:12,Communicating to students about the teaching material and assessment,BPM course,0 days 00:02:49
2023-03-20 16:10:39,2023-03-20 16:10:54,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:15
2023-03-20 16:13:58,2023-03-20 16:14:01,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:03
2023-03-20 16:14:25,2023-03-20 16:16:16,Communicating to students about the teaching material and assessment,BPM course,0 days 00:01:51
2023-03-20 16:16:37,2023-03-20 16:16:55,Communicating to students about the teaching material and assessment,BPM course,0 days 00:00:18
2023-03-20 16:16:55,2023-03-20 16:17:46,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:00:51
2023-03-20 16:19:20,2023-03-20 16:31:10,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:11:50
2023-03-20 16:43:27,2023-03-20 16:43:30,Adapting the publication following responses from reviewers and fellow researchers,RCIS paper on recording techniques,0 days 00:00:03
"2023-03-21 08:53:54,2023-03-21 09:04:49,""Preparing and providing teaching sessions for students, providing prospective students with information"",BPM course,0 days 00:10:55"
"2023-03-21 09:05:34,2023-03-21 09:25:25,""Preparing and providing teaching sessions for students, providing prospective students with information"",BPM course,0 days 00:19:51"
"2023-03-21 09:26:17,2023-03-21 09:35:00,""Preparing and providing teaching sessions for students, providing prospective students with information"",BPM course,0 days 00:08:43"
