Begin;End;Activity;Case;Case type;Duration
14-3-2023 15:57;14-3-2023 15:57;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:18
14-3-2023 15:59;14-3-2023 15:59;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:03
14-3-2023 15:59;14-3-2023 16:01;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:02:06
14-3-2023 16:04;14-3-2023 16:04;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:21
14-3-2023 16:04;14-3-2023 16:04;Discussing the structure, provision and progress of the assignment with students;***name12***;Master student;0 days 00:00:06
14-3-2023 16:04;14-3-2023 16:06;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:33
14-3-2023 16:07;14-3-2023 16:08;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:06
14-3-2023 16:09;14-3-2023 16:09;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:03
14-3-2023 16:14;14-3-2023 16:15;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:03
14-3-2023 16:24;14-3-2023 16:25;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:01:03
14-3-2023 16:45;14-3-2023 16:45;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name9***;PhD student;0 days 00:00:03
14-3-2023 16:56;14-3-2023 16:57;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:27
14-3-2023 17:00;14-3-2023 17:01;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:01:30
14-3-2023 17:05;14-3-2023 17:09;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:04:00
14-3-2023 17:09;14-3-2023 17:09;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:07
14-3-2023 17:12;14-3-2023 17:13;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:09
14-3-2023 17:13;14-3-2023 17:13;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:06
14-3-2023 17:13;14-3-2023 17:16;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:03:13
14-3-2023 17:17;14-3-2023 17:17;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:36
14-3-2023 17:18;14-3-2023 17:18;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:39
14-3-2023 17:20;14-3-2023 17:20;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:15
14-3-2023 17:20;14-3-2023 17:22;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:02:12
14-3-2023 17:22;14-3-2023 17:35;Planning teaching activities;BPM course;University course;0 days 00:12:14
14-3-2023 17:35;14-3-2023 17:37;Planning teaching activities;BPM course;University course;0 days 00:01:27
14-3-2023 17:48;14-3-2023 17:52;Planning teaching activities;BPM course;University course;0 days 00:03:33
14-3-2023 17:53;14-3-2023 17:53;Planning teaching activities;BPM course;University course;0 days 00:00:09
14-3-2023 17:53;14-3-2023 17:54;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:00:27
14-3-2023 17:54;14-3-2023 17:59;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:05:04
15-3-2023 08:45;15-3-2023 08:45;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:06
15-3-2023 08:46;15-3-2023 08:47;Drafting conference papers and giving lectures at conferences;Map metaphor;Research project;0 days 00:01:03
15-3-2023 08:52;15-3-2023 09:03;Conducting research;Active Window Tracking;Research project;0 days 00:11:23
15-3-2023 09:04;15-3-2023 09:17;Conducting research;Active Window Tracking;Research project;0 days 00:13:23
15-3-2023 09:17;15-3-2023 09:17;Conducting research;Active Window Tracking;Research project;0 days 00:00:09
15-3-2023 09:17;15-3-2023 09:40;Conducting research;Active Window Tracking;Research project;0 days 00:22:09
15-3-2023 09:53;15-3-2023 10:06;Conducting research;Active Window Tracking;Research project;0 days 00:12:34
15-3-2023 10:06;15-3-2023 10:12;Conducting research;Active Window Tracking;Research project;0 days 00:05:33
15-3-2023 10:12;15-3-2023 10:13;Conducting research;Active Window Tracking;Research project;0 days 00:01:06
15-3-2023 10:15;15-3-2023 10:21;Conducting research;Active Window Tracking;Research project;0 days 00:05:27
15-3-2023 10:21;15-3-2023 10:23;Conducting research;Active Window Tracking;Research project;0 days 00:01:48
15-3-2023 10:23;15-3-2023 10:24;Conducting research;Active Window Tracking;Research project;0 days 00:01:09
15-3-2023 10:28;15-3-2023 10:34;Conducting research;Active Window Tracking;Research project;0 days 00:05:45
15-3-2023 10:35;15-3-2023 10:39;Conducting research;Active Window Tracking;Research project;0 days 00:03:12
15-3-2023 10:41;15-3-2023 10:44;Conducting research;Active Window Tracking;Research project;0 days 00:03:00
15-3-2023 10:45;15-3-2023 10:50;Conducting research;Active Window Tracking;Research project;0 days 00:04:36
15-3-2023 14:40;15-3-2023 14:42;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:13
15-3-2023 14:43;15-3-2023 14:51;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:08:14
15-3-2023 14:52;15-3-2023 14:54;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:00
15-3-2023 14:54;15-3-2023 14:56;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:27
15-3-2023 14:56;15-3-2023 14:57;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:24
15-3-2023 14:58;15-3-2023 14:59;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:03
15-3-2023 14:59;15-3-2023 15:07;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:07:52
15-3-2023 15:08;15-3-2023 15:15;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:07:19
15-3-2023 15:16;15-3-2023 15:34;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:17:48
15-3-2023 15:37;15-3-2023 15:42;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:04:31
15-3-2023 15:42;15-3-2023 15:50;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:08:25
15-3-2023 15:51;15-3-2023 15:53;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:42
15-3-2023 16:00;15-3-2023 16:06;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:06:01
15-3-2023 16:17;15-3-2023 16:20;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:02:27
15-3-2023 16:21;15-3-2023 16:21;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:03
15-3-2023 16:21;15-3-2023 16:21;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:09
15-3-2023 16:26;15-3-2023 16:27;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:01:03
15-3-2023 16:35;15-3-2023 16:35;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:06
15-3-2023 16:36;15-3-2023 16:36;Drafting a research plan;OTP Workload Monitor;Grant;0 days 00:00:03
15-3-2023 16:36;15-3-2023 16:40;Drafting publications for recognised academic journals and trade journals;MethodsX paper Identifying Grand Challenges;Research project;0 days 00:03:28
15-3-2023 16:41;15-3-2023 16:42;Drafting publications for recognised academic journals and trade journals;MethodsX paper Identifying Grand Challenges;Research project;0 days 00:01:00
15-3-2023 17:16;15-3-2023 17:27;Drafting publications for recognised academic journals and trade journals;MethodsX paper Identifying Grand Challenges;Research project;0 days 00:11:05
16-3-2023 08:45;16-3-2023 08:46;Drafting publications for recognised academic journals and trade journals;MethodsX paper Identifying Grand Challenges;Research project;0 days 00:00:51
16-3-2023 08:50;16-3-2023 08:59;Communicating about events;BPM conference 2023;Academic conference;0 days 00:09:34
16-3-2023 09:00;16-3-2023 09:09;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:08:57
16-3-2023 09:11;16-3-2023 09:13;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:45
16-3-2023 09:14;16-3-2023 09:22;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:07:57
16-3-2023 09:23;16-3-2023 09:25;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:36
16-3-2023 09:26;16-3-2023 09:28;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:27
16-3-2023 09:28;16-3-2023 09:33;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:05:16
16-3-2023 09:34;16-3-2023 09:35;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:36
16-3-2023 09:36;16-3-2023 09:40;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:04:15
16-3-2023 09:40;16-3-2023 09:40;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:09
16-3-2023 09:46;16-3-2023 09:46;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:03
16-3-2023 09:49;16-3-2023 09:51;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:19
16-3-2023 09:51;16-3-2023 09:51;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:03
16-3-2023 09:51;16-3-2023 09:53;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:18
16-3-2023 09:53;16-3-2023 09:57;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:04:34
16-3-2023 09:57;16-3-2023 09:59;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:33
16-3-2023 09:59;16-3-2023 10:02;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:03:01
16-3-2023 10:02;16-3-2023 10:06;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:03:27
16-3-2023 10:06;16-3-2023 10:06;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:30
16-3-2023 10:08;16-3-2023 10:09;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:12
16-3-2023 10:10;16-3-2023 10:27;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:17:09
16-3-2023 10:27;16-3-2023 10:28;Communicating about events;Future of Work Lunch meeting;Presentation;0 days 00:00:36
16-3-2023 10:31;16-3-2023 10:32;Conducting research;Active Window Tracking;Research project;0 days 00:01:09
16-3-2023 10:42;16-3-2023 10:59;Conducting research;Active Window Tracking;Research project;0 days 00:17:05
16-3-2023 10:59;16-3-2023 11:02;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:02:57
16-3-2023 11:07;16-3-2023 11:08;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:01:06
16-3-2023 11:09;16-3-2023 11:10;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:01:09
16-3-2023 11:30;16-3-2023 11:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:04:57
16-3-2023 11:37;16-3-2023 11:38;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:09
16-3-2023 11:38;16-3-2023 11:43;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:05:33
16-3-2023 11:44;16-3-2023 11:44;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:00:24
16-3-2023 11:44;16-3-2023 11:46;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:02:03
16-3-2023 11:48;16-3-2023 11:48;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:33
16-3-2023 11:49;16-3-2023 11:50;Conducting research;Active Window Tracking;Research project;0 days 00:00:24
16-3-2023 11:50;16-3-2023 11:53;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:03:42
16-3-2023 11:53;16-3-2023 11:54;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:00:03
16-3-2023 11:54;16-3-2023 11:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:11
16-3-2023 13:11;16-3-2023 13:14;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:03:24
16-3-2023 13:14;16-3-2023 13:16;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:15
16-3-2023 13:16;16-3-2023 13:18;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:55
16-3-2023 13:18;16-3-2023 13:18;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:27
16-3-2023 13:20;16-3-2023 13:20;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:03
16-3-2023 13:26;16-3-2023 13:35;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:08:49
16-3-2023 13:35;16-3-2023 13:39;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:03:13
16-3-2023 13:40;16-3-2023 13:42;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:02:46
16-3-2023 13:43;16-3-2023 13:43;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:15
16-3-2023 13:45;16-3-2023 13:46;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:51
16-3-2023 13:46;16-3-2023 13:46;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:18
16-3-2023 13:47;16-3-2023 13:49;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:02:06
16-3-2023 14:03;16-3-2023 14:03;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:03
16-3-2023 14:03;16-3-2023 14:05;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:01:36
16-3-2023 14:17;16-3-2023 14:17;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
16-3-2023 14:17;16-3-2023 14:17;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:18
16-3-2023 14:17;16-3-2023 14:20;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:02:10
16-3-2023 14:20;16-3-2023 14:27;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:06:16
16-3-2023 14:51;16-3-2023 14:53;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:49
16-3-2023 14:54;16-3-2023 14:55;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:03
16-3-2023 14:56;16-3-2023 14:57;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:00
16-3-2023 14:58;16-3-2023 14:59;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:00
16-3-2023 15:00;16-3-2023 15:03;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:03:33
16-3-2023 15:05;16-3-2023 15:06;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:03
16-3-2023 15:07;16-3-2023 15:08;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:00
16-3-2023 15:09;16-3-2023 15:10;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:00
16-3-2023 15:10;16-3-2023 15:11;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:00
16-3-2023 15:12;16-3-2023 15:14;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:30
16-3-2023 15:19;16-3-2023 15:19;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:03
16-3-2023 15:28;16-3-2023 15:28;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:21
16-3-2023 15:35;16-3-2023 15:36;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:45
16-3-2023 15:36;16-3-2023 15:36;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:28
16-3-2023 15:42;16-3-2023 15:45;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:02:45
16-3-2023 15:45;16-3-2023 15:45;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:03
16-3-2023 15:45;16-3-2023 15:45;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:15
16-3-2023 15:45;16-3-2023 15:45;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
16-3-2023 15:46;16-3-2023 15:46;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:11
16-3-2023 15:50;16-3-2023 15:50;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
16-3-2023 15:52;16-3-2023 15:53;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:52
16-3-2023 15:58;16-3-2023 16:02;Communicating about events;BPM conference 2023;Academic conference;0 days 00:04:25
16-3-2023 16:02;16-3-2023 16:02;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
16-3-2023 16:02;16-3-2023 16:04;Communicating about events;BPM conference 2023;Academic conference;0 days 00:02:16
16-3-2023 16:22;16-3-2023 16:22;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:15
16-3-2023 16:23;16-3-2023 16:23;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:03
16-3-2023 16:23;16-3-2023 16:24;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:03
16-3-2023 16:24;16-3-2023 16:26;Communicating about events;BPM conference 2023;Academic conference;0 days 00:02:10
16-3-2023 16:27;16-3-2023 16:30;Communicating about events;BPM conference 2023;Academic conference;0 days 00:03:15
16-3-2023 16:32;16-3-2023 16:35;Communicating about events;BPM conference 2023;Academic conference;0 days 00:03:27
16-3-2023 16:35;16-3-2023 16:36;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:51
16-3-2023 16:36;16-3-2023 16:36;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
16-3-2023 16:37;16-3-2023 16:37;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:06
16-3-2023 16:47;16-3-2023 16:48;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:57
16-3-2023 16:48;16-3-2023 16:49;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:24
16-3-2023 16:49;16-3-2023 16:49;Communicating to students about the teaching material and assessment;BPM course;University course;0 days 00:00:03
16-3-2023 16:53;16-3-2023 16:53;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:00:12
16-3-2023 16:53;16-3-2023 16:54;Preparing and providing teaching sessions for students, providing prospective students with information;BPM course;University course;0 days 00:01:01
16-3-2023 19:57;16-3-2023 20:07;Communicating about events;BPM conference 2023;Academic conference;0 days 00:09:46
17-3-2023 08:58;17-3-2023 08:58;Communicating about events;BPM conference 2023;Academic conference;0 days 00:00:03
17-3-2023 08:58;17-3-2023 09:01;Communicating about events;BPM conference 2023;Academic conference;0 days 00:02:39
17-3-2023 09:05;17-3-2023 09:09;Organizing practical aspects of events;Brainstorm seminar on PM human-in-the-loop;Event;0 days 00:03:28
17-3-2023 09:09;17-3-2023 09:10;Organizing practical aspects of events;Brainstorm seminar on PM human-in-the-loop;Event;0 days 00:01:12
17-3-2023 09:11;17-3-2023 09:12;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:27
17-3-2023 09:26;17-3-2023 09:38;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:12:03
17-3-2023 09:38;17-3-2023 09:49;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:11:04
17-3-2023 09:53;17-3-2023 10:03;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:10:28
17-3-2023 10:03;17-3-2023 10:10;Communicating about events;BPM conference 2023;Academic conference;0 days 00:07:10
17-3-2023 10:13;17-3-2023 10:15;Communicating about events;BPM conference 2023;Academic conference;0 days 00:01:42
17-3-2023 10:16;17-3-2023 10:23;Communicating about events;BPM conference 2023;Academic conference;0 days 00:07:31
17-3-2023 10:24;17-3-2023 10:41;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:16:57
17-3-2023 10:41;17-3-2023 10:41;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:03
17-3-2023 10:54;17-3-2023 10:56;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:19
17-3-2023 10:57;17-3-2023 10:59;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:03
17-3-2023 10:59;17-3-2023 12:03;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 01:04:10
17-3-2023 12:09;17-3-2023 12:14;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:05:04
17-3-2023 12:14;17-3-2023 12:16;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:49
17-3-2023 12:17;17-3-2023 12:19;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:02:21
17-3-2023 12:29;17-3-2023 12:39;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:09:45
17-3-2023 12:39;17-3-2023 12:41;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:02:18
17-3-2023 12:42;17-3-2023 12:49;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:06:39
17-3-2023 12:49;17-3-2023 12:51;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:54
17-3-2023 12:52;17-3-2023 12:54;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:02:42
17-3-2023 12:54;17-3-2023 12:58;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:03:18
17-3-2023 12:58;17-3-2023 13:02;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:03:46
17-3-2023 13:03;17-3-2023 13:04;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:01:09
17-3-2023 13:05;17-3-2023 13:15;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:10:18
17-3-2023 13:15;17-3-2023 13:20;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:05:00
17-3-2023 13:21;17-3-2023 13:21;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:45
17-3-2023 13:21;17-3-2023 13:22;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:39
17-3-2023 13:22;17-3-2023 13:22;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:03
17-3-2023 13:22;17-3-2023 13:22;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:03
17-3-2023 13:27;17-3-2023 13:29;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name34***;PhD student;0 days 00:01:18
17-3-2023 13:30;17-3-2023 13:30;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name34***;PhD student;0 days 00:00:15
17-3-2023 13:30;17-3-2023 13:30;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:00:06
17-3-2023 13:31;17-3-2023 13:33;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:02:33
17-3-2023 13:45;17-3-2023 13:45;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:03
17-3-2023 13:45;17-3-2023 13:45;Discussing the structure, provision and progress of the assignment with students;***name69***;Master student;0 days 00:00:36
17-3-2023 13:46;17-3-2023 13:47;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:18
17-3-2023 13:47;17-3-2023 13:47;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:06
17-3-2023 13:47;17-3-2023 13:48;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:01:09
17-3-2023 13:48;17-3-2023 13:50;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:02:09
17-3-2023 13:52;17-3-2023 13:56;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:03:06
17-3-2023 13:57;17-3-2023 13:57;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:03
17-3-2023 13:57;17-3-2023 13:57;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:06
17-3-2023 13:57;17-3-2023 13:58;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:24
17-3-2023 13:58;17-3-2023 13:58;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name34***;PhD student;0 days 00:00:03
17-3-2023 13:58;17-3-2023 13:58;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name34***;PhD student;0 days 00:00:06
17-3-2023 13:58;17-3-2023 13:59;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:01:15
17-3-2023 13:59;17-3-2023 14:00;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:00:51
17-3-2023 14:00;17-3-2023 14:01;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:00:09
17-3-2023 14:07;17-3-2023 14:08;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:01:12
17-3-2023 14:09;17-3-2023 14:11;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:01:57
17-3-2023 14:13;17-3-2023 14:18;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:04:48
17-3-2023 14:29;17-3-2023 14:30;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:01:36
17-3-2023 14:38;17-3-2023 14:39;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:00:36
17-3-2023 14:39;17-3-2023 14:52;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:12:59
17-3-2023 14:53;17-3-2023 14:55;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name34***;PhD student;0 days 00:02:18
17-3-2023 14:55;17-3-2023 14:56;Encouraging and giving lectures;Future of Work Lunch meeting;Presentation;0 days 00:00:12
17-3-2023 14:56;17-3-2023 14:56;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name34***;PhD student;0 days 00:00:03
17-3-2023 14:57;17-3-2023 15:11;Supervising and discussing the progress of the partial or completed research with PhD candidates;***name34***;PhD student;0 days 00:13:39
17-3-2023 15:11;17-3-2023 15:11;Assessing the students assignments and submitting the assessment to the Board of Examiners;***name46***;Master student;0 days 00:00:06
17-3-2023 15:22;17-3-2023 15:23;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:30
17-3-2023 15:23;17-3-2023 15:23;Periodically discussing research results with fellow researchers and supervisor or co-supervisor;Active Window Tracking;Research project;0 days 00:00:06
17-3-2023 15:23;17-3-2023 15:23;Organizing practical aspects for the group;AI Lab for Public Services;Organizational unit;0 days 00:00:06
